grade,subject,chapter_file,pages_detected,removed_header_footer_count,orig_chars,clean_chars,cleaned_path,error
Grade_12,Political_Science,Grade_12\Political_Science\Chapter_4.txt,37,36,79370,74729,Grade_12\Political_Science\Chapter_4.txt,
Grade_12,Political_Science,Grade_12\Political_Science\Chapter_5.txt,41,38,81561,77458,Grade_12\Political_Science\Chapter_5.txt,
Grade_12,Political_Science,Grade_12\Political_Science\Chapter_6.txt,41,38,81203,77272,Grade_12\Political_Science\Chapter_6.txt,
Grade_12,Political_Science,Grade_12\Political_Science\Chapter_7.txt,38,38,83383,78605,Grade_12\Political_Science\Chapter_7.txt,
Grade_12,Political_Science,Grade_12\Political_Science\Chapter_8.txt,25,35,40438,37205,Grade_12\Political_Science\Chapter_8.txt,
Grade_12,Psychology,Grade_12\Psychology\Chapter_1.txt,22,44,69763,68703,Grade_12\Psychology\Chapter_1.txt,
Grade_12,Psychology,Grade_12\Psychology\Chapter_2.txt,27,54,86894,85354,Grade_12\Psychology\Chapter_2.txt,
Grade_12,Psychology,Grade_12\Psychology\Chapter_3.txt,19,38,57816,57090,Grade_12\Psychology\Chapter_3.txt,
Grade_12,Psychology,Grade_12\Psychology\Chapter_4.txt,20,40,63130,62254,Grade_12\Psychology\Chapter_4.txt,
Grade_12,Psychology,Grade_12\Psychology\Chapter_5.txt,15,30,45103,44451,Grade_12\Psychology\Chapter_5.txt,
Grade_12,Psychology,Grade_12\Psychology\Chapter_6.txt,16,32,45543,44774,Grade_12\Psychology\Chapter_6.txt,
Grade_12,Psychology,Grade_12\Psychology\Chapter_7.txt,12,24,31311,30680,Grade_12\Psychology\Chapter_7.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_1.txt,14,14,16490,16051,Grade_12\Sanskrit\Chapter_1.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_10.txt,18,18,19611,18973,Grade_12\Sanskrit\Chapter_10.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_11.txt,18,18,21414,20944,Grade_12\Sanskrit\Chapter_11.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_2.txt,27,27,28602,27729,Grade_12\Sanskrit\Chapter_2.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_3.txt,18,18,21297,20732,Grade_12\Sanskrit\Chapter_3.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_4.txt,20,20,19710,19019,Grade_12\Sanskrit\Chapter_4.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_5.txt,19,19,18577,17931,Grade_12\Sanskrit\Chapter_5.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_6.txt,21,21,17320,16746,Grade_12\Sanskrit\Chapter_6.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_7.txt,16,16,15583,15107,Grade_12\Sanskrit\Chapter_7.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_8.txt,18,18,19877,19359,Grade_12\Sanskrit\Chapter_8.txt,
Grade_12,Sanskrit,Grade_12\Sanskrit\Chapter_9.txt,13,13,14141,13753,Grade_12\Sanskrit\Chapter_9.txt,
Grade_12,Sociology,Grade_12\Sociology\Chapter_1.txt,18,31,39402,38126,Grade_12\Sociology\Chapter_1.txt,
Grade_12,Sociology,Grade_12\Sociology\Chapter_2.txt,46,76,96913,93081,Grade_12\Sociology\Chapter_2.txt,
Grade_12,Sociology,Grade_12\Sociology\Chapter_3.txt,28,46,64552,62749,Grade_12\Sociology\Chapter_3.txt,
Grade_12,Sociology,Grade_12\Sociology\Chapter_4.txt,34,34,80547,78821,Grade_12\Sociology\Chapter_4.txt,
Grade_12,Sociology,Grade_12\Sociology\Chapter_5.txt,40,40,97637,95295,Grade_12\Sociology\Chapter_5.txt,
Grade_12,Sociology,Grade_12\Sociology\Chapter_6.txt,38,38,94729,92941,Grade_12\Sociology\Chapter_6.txt,
Grade_12,Sociology,Grade_12\Sociology\Chapter_7.txt,42,42,88322,86583,Grade_12\Sociology\Chapter_7.txt,
Grade_12,Sociology,Grade_12\Sociology\Chapter_8.txt,24,24,60233,59155,Grade_12\Sociology\Chapter_8.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_1.txt,22,22,270,0,Grade_12\Urdu\Chapter_1.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_10.txt,30,30,321,11,Grade_12\Urdu\Chapter_10.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_11.txt,46,46,486,11,Grade_12\Urdu\Chapter_11.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_12.txt,27,27,332,0,Grade_12\Urdu\Chapter_12.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_13.txt,7,7,79,0,Grade_12\Urdu\Chapter_13.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_14.txt,7,7,77,0,Grade_12\Urdu\Chapter_14.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_15.txt,11,11,129,0,Grade_12\Urdu\Chapter_15.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_16.txt,7,7,77,0,Grade_12\Urdu\Chapter_16.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_2.txt,23,23,294,11,Grade_12\Urdu\Chapter_2.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_3.txt,37,33,377,11,Grade_12\Urdu\Chapter_3.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_4.txt,34,22,304,11,Grade_12\Urdu\Chapter_4.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_5.txt,34,27,336,11,Grade_12\Urdu\Chapter_5.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_6.txt,39,25,354,11,Grade_12\Urdu\Chapter_6.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_7.txt,21,21,221,0,Grade_12\Urdu\Chapter_7.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_8.txt,32,32,314,0,Grade_12\Urdu\Chapter_8.txt,
Grade_12,Urdu,Grade_12\Urdu\Chapter_9.txt,20,20,216,11,Grade_12\Urdu\Chapter_9.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_1.txt,9,15,9979,9488,Grade_6\Arts\Chapter_1.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_10.txt,4,6,5348,5195,Grade_6\Arts\Chapter_10.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_11.txt,3,6,3470,3290,Grade_6\Arts\Chapter_11.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_12.txt,14,25,10087,9465,Grade_6\Arts\Chapter_12.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_13.txt,6,11,4624,4346,Grade_6\Arts\Chapter_13.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_14.txt,7,13,5964,5619,Grade_6\Arts\Chapter_14.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_15.txt,8,15,6351,5965,Grade_6\Arts\Chapter_15.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_16.txt,15,27,19653,18734,Grade_6\Arts\Chapter_16.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_17.txt,14,27,18392,17524,Grade_6\Arts\Chapter_17.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_18.txt,4,6,5041,4760,Grade_6\Arts\Chapter_18.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_19.txt,9,17,9930,9405,Grade_6\Arts\Chapter_19.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_2.txt,10,18,9247,8716,Grade_6\Arts\Chapter_2.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_20.txt,3,6,2890,2757,Grade_6\Arts\Chapter_20.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_21.txt,4,6,6349,6035,Grade_6\Arts\Chapter_21.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_22.txt,12,24,14408,13500,Grade_6\Arts\Chapter_22.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_3.txt,5,7,5035,4771,Grade_6\Arts\Chapter_3.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_4.txt,4,4,3144,3008,Grade_6\Arts\Chapter_4.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_5.txt,5,9,5735,5466,Grade_6\Arts\Chapter_5.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_6.txt,13,23,16859,16051,Grade_6\Arts\Chapter_6.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_7.txt,6,11,6513,6128,Grade_6\Arts\Chapter_7.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_8.txt,8,15,11489,10321,Grade_6\Arts\Chapter_8.txt,
Grade_6,Arts,Grade_6\Arts\Chapter_9.txt,9,17,10767,10317,Grade_6\Arts\Chapter_9.txt,
Grade_6,English,Grade_6\English\Chapter_1.txt,38,38,32628,30694,Grade_6\English\Chapter_1.txt,
Grade_6,English,Grade_6\English\Chapter_2.txt,36,36,35063,33320,Grade_6\English\Chapter_2.txt,
Grade_6,English,Grade_6\English\Chapter_3.txt,28,28,29273,27631,Grade_6\English\Chapter_3.txt,
Grade_6,English,Grade_6\English\Chapter_4.txt,28,28,30421,28979,Grade_6\English\Chapter_4.txt,
Grade_6,English,Grade_6\English\Chapter_5.txt,34,34,33963,32324,Grade_6\English\Chapter_5.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_1.txt,12,12,9071,8585,Grade_6\Hindi\Chapter_1.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_10.txt,17,17,17579,16923,Grade_6\Hindi\Chapter_10.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_11.txt,6,6,5253,5058,Grade_6\Hindi\Chapter_11.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_12.txt,17,17,20193,19452,Grade_6\Hindi\Chapter_12.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_13.txt,24,24,23920,22786,Grade_6\Hindi\Chapter_13.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_2.txt,12,12,14008,13500,Grade_6\Hindi\Chapter_2.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_3.txt,8,8,5821,5534,Grade_6\Hindi\Chapter_3.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_4.txt,12,12,12051,11577,Grade_6\Hindi\Chapter_4.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_5.txt,6,6,6185,5809,Grade_6\Hindi\Chapter_5.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_6.txt,9,9,11810,11439,Grade_6\Hindi\Chapter_6.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_7.txt,15,15,12074,11372,Grade_6\Hindi\Chapter_7.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_8.txt,19,19,21162,20399,Grade_6\Hindi\Chapter_8.txt,
Grade_6,Hindi,Grade_6\Hindi\Chapter_9.txt,11,11,9496,8995,Grade_6\Hindi\Chapter_9.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_1.txt,17,18,20031,18924,Grade_6\Mathematics\Chapter_1.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_10.txt,56,43,56203,52577,Grade_6\Mathematics\Chapter_10.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_2.txt,53,84,49701,45308,Grade_6\Mathematics\Chapter_2.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_3.txt,32,19,41014,37462,Grade_6\Mathematics\Chapter_3.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_4.txt,44,65,51725,47477,Grade_6\Mathematics\Chapter_4.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_5.txt,33,43,46372,43702,Grade_6\Mathematics\Chapter_5.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_6.txt,29,43,32563,30686,Grade_6\Mathematics\Chapter_6.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_7.txt,50,71,50256,44937,Grade_6\Mathematics\Chapter_7.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_8.txt,38,59,29831,27562,Grade_6\Mathematics\Chapter_8.txt,
Grade_6,Mathematics,Grade_6\Mathematics\Chapter_9.txt,40,49,29455,27771,Grade_6\Mathematics\Chapter_9.txt,
Grade_6,Physical_Education,Grade_6\Physical_Education\Chapter_1.txt,13,0,8085,7844,Grade_6\Physical_Education\Chapter_1.txt,
Grade_6,Physical_Education,Grade_6\Physical_Education\Chapter_2.txt,27,0,18148,17652,Grade_6\Physical_Education\Chapter_2.txt,
Grade_6,Physical_Education,Grade_6\Physical_Education\Chapter_3.txt,35,0,20380,19826,Grade_6\Physical_Education\Chapter_3.txt,
Grade_6,Physical_Education,Grade_6\Physical_Education\Chapter_4.txt,33,0,21744,21170,Grade_6\Physical_Education\Chapter_4.txt,
Grade_6,Physical_Education,Grade_6\Physical_Education\Chapter_5.txt,81,0,69649,67716,Grade_6\Physical_Education\Chapter_5.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_1.txt,24,24,11708,9990,Grade_6\Sanskrit\Chapter_1.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_10.txt,6,6,7003,4644,Grade_6\Sanskrit\Chapter_10.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_11.txt,9,9,10642,8306,Grade_6\Sanskrit\Chapter_11.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_12.txt,9,9,9425,7212,Grade_6\Sanskrit\Chapter_12.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_13.txt,11,11,13096,9583,Grade_6\Sanskrit\Chapter_13.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_14.txt,11,11,12152,7925,Grade_6\Sanskrit\Chapter_14.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_15.txt,8,8,8077,6222,Grade_6\Sanskrit\Chapter_15.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_16.txt,9,9,12186,8925,Grade_6\Sanskrit\Chapter_16.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_2.txt,6,6,8768,6671,Grade_6\Sanskrit\Chapter_2.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_3.txt,16,16,11592,8214,Grade_6\Sanskrit\Chapter_3.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_4.txt,14,14,7893,6333,Grade_6\Sanskrit\Chapter_4.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_5.txt,9,9,7059,5985,Grade_6\Sanskrit\Chapter_5.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_6.txt,7,7,7402,4542,Grade_6\Sanskrit\Chapter_6.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_7.txt,12,12,10493,7854,Grade_6\Sanskrit\Chapter_7.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_8.txt,9,9,7568,6348,Grade_6\Sanskrit\Chapter_8.txt,
Grade_6,Sanskrit,Grade_6\Sanskrit\Chapter_9.txt,8,8,8208,6405,Grade_6\Sanskrit\Chapter_9.txt,
Grade_6,Science,Grade_6\Science\Chapter_1.txt,8,16,8921,8327,Grade_6\Science\Chapter_1.txt,
Grade_6,Science,Grade_6\Science\Chapter_10.txt,24,43,33959,31948,Grade_6\Science\Chapter_10.txt,
Grade_6,Science,Grade_6\Science\Chapter_11.txt,24,48,31371,29386,Grade_6\Science\Chapter_11.txt,
Grade_6,Science,Grade_6\Science\Chapter_12.txt,24,47,30813,28959,Grade_6\Science\Chapter_12.txt,
Grade_6,Science,Grade_6\Science\Chapter_2.txt,26,52,35575,33499,Grade_6\Science\Chapter_2.txt,
Grade_6,Science,Grade_6\Science\Chapter_3.txt,26,51,33310,31218,Grade_6\Science\Chapter_3.txt,
Grade_6,Science,Grade_6\Science\Chapter_4.txt,18,18,20382,19455,Grade_6\Science\Chapter_4.txt,
Grade_6,Science,Grade_6\Science\Chapter_5.txt,22,43,23946,22240,Grade_6\Science\Chapter_5.txt,
Grade_6,Science,Grade_6\Science\Chapter_6.txt,22,22,27204,26145,Grade_6\Science\Chapter_6.txt,
Grade_6,Science,Grade_6\Science\Chapter_7.txt,20,38,23714,21933,Grade_6\Science\Chapter_7.txt,
Grade_6,Science,Grade_6\Science\Chapter_8.txt,20,39,28634,26746,Grade_6\Science\Chapter_8.txt,
Grade_6,Science,Grade_6\Science\Chapter_9.txt,20,34,26409,24885,Grade_6\Science\Chapter_9.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_1.txt,26,26,31557,30507,Grade_6\Social_Science\Chapter_1.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_10.txt,14,14,15946,15267,Grade_6\Social_Science\Chapter_10.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_11.txt,10,10,12850,12446,Grade_6\Social_Science\Chapter_11.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_12.txt,10,10,10779,10383,Grade_6\Social_Science\Chapter_12.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_13.txt,12,12,11662,11116,Grade_6\Social_Science\Chapter_13.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_14.txt,14,14,15657,15036,Grade_6\Social_Science\Chapter_14.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_2.txt,14,14,16262,15605,Grade_6\Social_Science\Chapter_2.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_3.txt,18,18,21387,20632,Grade_6\Social_Science\Chapter_3.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_4.txt,16,16,19354,18590,Grade_6\Social_Science\Chapter_4.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_5.txt,10,10,10025,9677,Grade_6\Social_Science\Chapter_5.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_6.txt,20,20,22675,21895,Grade_6\Social_Science\Chapter_6.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_7.txt,20,20,27903,26991,Grade_6\Social_Science\Chapter_7.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_8.txt,12,12,14643,14139,Grade_6\Social_Science\Chapter_8.txt,
Grade_6,Social_Science,Grade_6\Social_Science\Chapter_9.txt,12,12,14538,13962,Grade_6\Social_Science\Chapter_9.txt,
Grade_6,Urdu,Grade_6\Urdu\Chapter_1.txt,13,0,12391,12066,Grade_6\Urdu\Chapter_1.txt,
Grade_6,Urdu,Grade_6\Urdu\Chapter_2.txt,2,0,27457,26822,Grade_6\Urdu\Chapter_2.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_1.txt,19,0,24298,23715,Grade_7\Arts\Chapter_1.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_10.txt,13,0,11572,11358,Grade_7\Arts\Chapter_10.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_11.txt,14,0,11088,10785,Grade_7\Arts\Chapter_11.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_12.txt,7,0,8630,8403,Grade_7\Arts\Chapter_12.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_13.txt,3,5,2722,2530,Grade_7\Arts\Chapter_13.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_14.txt,9,0,8749,8490,Grade_7\Arts\Chapter_14.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_15.txt,14,0,14329,13984,Grade_7\Arts\Chapter_15.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_16.txt,10,0,9901,9632,Grade_7\Arts\Chapter_16.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_17.txt,10,0,8760,8490,Grade_7\Arts\Chapter_17.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_18.txt,8,0,7013,6822,Grade_7\Arts\Chapter_18.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_19.txt,10,0,8639,8398,Grade_7\Arts\Chapter_19.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_2.txt,10,0,10586,10304,Grade_7\Arts\Chapter_2.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_20.txt,5,0,4834,4683,Grade_7\Arts\Chapter_20.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_3.txt,16,0,21546,20955,Grade_7\Arts\Chapter_3.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_4.txt,10,0,9332,9045,Grade_7\Arts\Chapter_4.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_5.txt,10,0,12988,12633,Grade_7\Arts\Chapter_5.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_6.txt,7,0,8159,7887,Grade_7\Arts\Chapter_6.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_7.txt,13,0,10933,9310,Grade_7\Arts\Chapter_7.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_8.txt,12,0,13532,13117,Grade_7\Arts\Chapter_8.txt,
Grade_7,Arts,Grade_7\Arts\Chapter_9.txt,8,0,7291,7052,Grade_7\Arts\Chapter_9.txt,
Grade_7,English,Grade_7\English\Chapter_1.txt,42,13,55536,53518,Grade_7\English\Chapter_1.txt,
Grade_7,English,Grade_7\English\Chapter_2.txt,50,0,63527,61449,Grade_7\English\Chapter_2.txt,
Grade_7,English,Grade_7\English\Chapter_3.txt,48,0,63264,61187,Grade_7\English\Chapter_3.txt,
Grade_7,English,Grade_7\English\Chapter_4.txt,41,14,59130,56995,Grade_7\English\Chapter_4.txt,
Grade_7,English,Grade_7\English\Chapter_5.txt,48,36,56565,54584,Grade_7\English\Chapter_5.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_1.txt,13,12,12398,11920,Grade_7\Hindi\Chapter_1.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_10.txt,27,0,26803,26207,Grade_7\Hindi\Chapter_10.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_2.txt,15,13,21205,20764,Grade_7\Hindi\Chapter_2.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_3.txt,12,11,13417,12937,Grade_7\Hindi\Chapter_3.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_4.txt,16,6,20060,19672,Grade_7\Hindi\Chapter_4.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_5.txt,16,13,21003,20534,Grade_7\Hindi\Chapter_5.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_6.txt,10,9,12821,12299,Grade_7\Hindi\Chapter_6.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_7.txt,13,12,13834,13348,Grade_7\Hindi\Chapter_7.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_8.txt,20,15,26773,26044,Grade_7\Hindi\Chapter_8.txt,
Grade_7,Hindi,Grade_7\Hindi\Chapter_9.txt,12,10,12841,12527,Grade_7\Hindi\Chapter_9.txt,
Grade_7,Mathematics,Grade_7\Mathematics\Chapter_1.txt,23,21,21147,20339,Grade_7\Mathematics\Chapter_1.txt,
Grade_7,Mathematics,Grade_7\Mathematics\Chapter_2.txt,23,21,31008,29764,Grade_7\Mathematics\Chapter_2.txt,
Grade_7,Mathematics,Grade_7\Mathematics\Chapter_3.txt,20,18,30003,28972,Grade_7\Mathematics\Chapter_3.txt,
Grade_7,Mathematics,Grade_7\Mathematics\Chapter_4.txt,30,28,35584,32031,Grade_7\Mathematics\Chapter_4.txt,
Grade_7,Mathematics,Grade_7\Mathematics\Chapter_5.txt,39,36,51757,48412,Grade_7\Mathematics\Chapter_5.txt,
Grade_7,Mathematics,Grade_7\Mathematics\Chapter_6.txt,28,26,26051,24820,Grade_7\Mathematics\Chapter_6.txt,
Grade_7,Mathematics,Grade_7\Mathematics\Chapter_7.txt,28,26,32132,30897,Grade_7\Mathematics\Chapter_7.txt,
Grade_7,Physical_Education,Grade_7\Physical_Education\Chapter_1.txt,20,0,14638,14147,Grade_7\Physical_Education\Chapter_1.txt,
Grade_7,Physical_Education,Grade_7\Physical_Education\Chapter_2.txt,28,0,20909,20022,Grade_7\Physical_Education\Chapter_2.txt,
Grade_7,Physical_Education,Grade_7\Physical_Education\Chapter_3.txt,30,0,22234,21506,Grade_7\Physical_Education\Chapter_3.txt,
Grade_7,Physical_Education,Grade_7\Physical_Education\Chapter_4.txt,32,0,25631,24651,Grade_7\Physical_Education\Chapter_4.txt,
Grade_7,Physical_Education,Grade_7\Physical_Education\Chapter_5.txt,36,0,24814,23752,Grade_7\Physical_Education\Chapter_5.txt,
Grade_7,Physical_Education,Grade_7\Physical_Education\Chapter_6.txt,94,0,91367,88265,Grade_7\Physical_Education\Chapter_6.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_1.txt,14,0,18158,13480,Grade_7\Sanskrit\Chapter_1.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_10.txt,11,0,10496,8899,Grade_7\Sanskrit\Chapter_10.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_11.txt,12,0,12082,9545,Grade_7\Sanskrit\Chapter_11.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_12.txt,10,0,12296,8855,Grade_7\Sanskrit\Chapter_12.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_13.txt,12,0,15135,12850,Grade_7\Sanskrit\Chapter_13.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_14.txt,7,0,11948,11878,Grade_7\Sanskrit\Chapter_14.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_15.txt,7,0,11906,11724,Grade_7\Sanskrit\Chapter_15.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_2.txt,15,0,14212,11517,Grade_7\Sanskrit\Chapter_2.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_3.txt,10,0,11001,6909,Grade_7\Sanskrit\Chapter_3.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_4.txt,8,0,8740,5511,Grade_7\Sanskrit\Chapter_4.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_5.txt,10,0,11781,8583,Grade_7\Sanskrit\Chapter_5.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_6.txt,14,0,18148,16089,Grade_7\Sanskrit\Chapter_6.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_7.txt,14,0,18006,14318,Grade_7\Sanskrit\Chapter_7.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_8.txt,11,0,11577,9528,Grade_7\Sanskrit\Chapter_8.txt,
Grade_7,Sanskrit,Grade_7\Sanskrit\Chapter_9.txt,8,0,10258,7258,Grade_7\Sanskrit\Chapter_9.txt,
Grade_7,Science,Grade_7\Science\Chapter_1.txt,6,6,9045,8694,Grade_7\Science\Chapter_1.txt,
Grade_7,Science,Grade_7\Science\Chapter_10.txt,16,15,27408,26448,Grade_7\Science\Chapter_10.txt,
Grade_7,Science,Grade_7\Science\Chapter_11.txt,16,15,25516,24695,Grade_7\Science\Chapter_11.txt,
Grade_7,Science,Grade_7\Science\Chapter_12.txt,20,17,33120,32132,Grade_7\Science\Chapter_12.txt,
Grade_7,Science,Grade_7\Science\Chapter_2.txt,16,15,24074,23172,Grade_7\Science\Chapter_2.txt,
Grade_7,Science,Grade_7\Science\Chapter_3.txt,18,17,26397,25360,Grade_7\Science\Chapter_3.txt,
Grade_7,Science,Grade_7\Science\Chapter_4.txt,16,15,26578,25662,Grade_7\Science\Chapter_4.txt,
Grade_7,Science,Grade_7\Science\Chapter_5.txt,16,15,23878,22960,Grade_7\Science\Chapter_5.txt,
